source,title,description,text,url,publishedAt,emotion,summary
GlobeNewswire,Greases Market to Surpass USD 8.70 Billion by 2032 Amid Rising Demand from Automotive and Industrial Sectors | SNS Insider,,"Austin, April 09, 2025 (GLOBE NEWSWIRE) -- The Greases Market was valued at USD 6.06 billion in 2023 and is projected to reach USD 8.70 billion by 2032, expanding at a CAGR of 4.10% from 2024 to 2032. The rising demand for high-performance lubricants in automotive, industrial machinery, and aerospace sectors is fueling market expansion. Increasing automation in manufacturing and the growing need for energy-efficient lubrication solutions further contribute to growth. Additionally, the shift toward bio-based and synthetic greases due to environmental concerns presents significant opportunities. Emerging markets, infrastructure development, and advancements in tribology research are expected to drive innovation. The expansion of electric vehicles (EVs) also creates new avenues for specialized lubricants. Companies investing in R&D to enhance product efficiency and sustainability will gain a competitive edge, shaping the future of the greases industry. The U.S. Greases Market was valued at USD 4.79 billion in 2023 and is projected to reach USD 6.82 billion by 2032, expanding at a CAGR of 4.01% from 2024 to 2032. The U.S. greases market is expanding due to rising demand in automotive, industrial, and aerospace sectors. Growth is driven by increasing adoption of high-performance, bio-based, and synthetic lubricants. Automation, infrastructure projects, and the rise of EVs further boost demand, creating opportunities for advanced lubrication solutions to enhance efficiency and sustainability. Download PDF Sample of Greases Market @ Key Players: Axel Christiernsson (Axel Longlife Grease, Axel Biodegradable Grease, Axel Calcium Sulfonate Grease) BECHEM Lubrication Technology LLC (Berulub FR 43, Berutox VPT 64-2, Berulit GA 250) Battenfeld-Grease & Oil Corporation of New York (Lithoplex MP2, Litholine HD2, Battenplex EP2) Carl Bechem GmbH (Berulub KR EP 2, Beruto njx FH 28 EPK, Berulub FK 164-2) Chemtool Incorporated (Paragon 3000, Omniguard 220, Lubricast 90) COGELSA Efficient Lubrication (Lubgel Complex EP 2, Lubgel LT 1, Lubgel Bioceramic 2) CONDAT Group (Condat Biogrease EP2, Condat Grease TP, Condat Extreme Pressure Grease) Daubert Chemical Company (Tectyl 891D, Tectyl 846, Nox-Rust 5400) D-A Lubricant Company (D-A Reliant, D-A Syn-Xtreme HD2, D-A Lubricast 50) Eastern Oil Company (EOC Moly Grease, EOC Lithium Complex Grease, EOC Synthetic Grease) FUCHS Petrolub SE (Renolit CX-EP 2, Renolit Duraplex EP, Renolit Extreme) Interflon (Interflon Grease MP2, Interflon Grease OG, Interflon Grease LS2) JAX Incorporated (JAX Poly-Guard FG2, JAX Magna-Plate 8, JAX Halo-Guard FG2) Klber Lubrication (Klberplex BEM 41-141, Klberlub BE 41-1501, Klbersynth BHP 72-102) Lubriplate Lubricants Company (Lubriplate 630-2, Lubriplate SFL-1, Lubriplate Low Temp Grease) NYCO (Nyco Grease GN 148, Nyco Grease GN 3058, Nyco Grease GN 25013) Orlen Oil Ltd (Orlen Greasen Complex EP, Orlen Litol 24, Orlen Graphite Grease) Primrose Oil Company, Inc. (Primrose 357 Moly EP, Primrose",https://www.globenewswire.com/news-release/2025/04/09/3058563/0/en/Greases-Market-to-Surpass-USD-8-70-Billion-by-2032-Amid-Rising-Demand-from-Automotive-and-Industrial-Sectors-SNS-Insider.html,2025-04-09 00:00:00,neutral,"The Greases Market was valued at USD 6.06 billion in 2023 and is projected to reach USD 8.70 billion by 2032, expanding at a CAGR of 4.10% from 2024 to 2032. The rising demand for high-performance lubricants in automotive, industrial machinery, and aerospace sectors is fueling market expansion. The shift toward bio-based and synthetic greases due to environmental concerns presents significant opportunities."
Biztoc.com,"Trump Forecasts GOP Landslide In 2026, Touts Tariffs As Key Advantage; Musk Warns Tesla Attackers Face Prison; China Targets US Services Like Disney, IMAX In Trade Retaliation",,"US Politics Trump Predicts Tremendous, Thundering Landslide In 2026 Midterms, Says Tariffs Will Help Republicans Win Big US Markets US Stocks Futures Trade Mixed Ahead Of Opening Bell: Preserve Capital In Conditions Of High Uncertainty, Says Expert Dow Dips Over 300 Points As This story appeared on benzinga.com , 2025-04-09 13:44:43.",https://biztoc.com/x/429596f0d1cf5463,2025-04-09 13:44:43+00:00,fear,US Stocks Futures Trade Mixed Ahead Of Opening Bell. Dow Dips Over 300 Points As This story appeared on benzinga.com.
The Times of India,Elon Musk vs Peter Navarro: Two of Donald Trump's trusted advisers -- business tycoons and Harvard-trained economist -- are clashing. Here's why,,"Live Events FAQs (You can now subscribe to our (You can now subscribe to our Economic Times WhatsApp channel Donald Trump's close confidante Elon Musk and long-time trade adviser Peter Navarro have been engaged in a bitter public feud over the US President's decision to impose sweeping tariffs on most of the America's trading nations.Both Musk and Navarro have been squabbling publicly exposing a remarkable rift in the president's inner circle over the wide-ranging tariffs that have upended the global economy.So far, President Trump has not weighed in on the clash between his top aides, both of whom he claims to hold in high regard. But Musk's words -- though aimed at Navarro -- were a rare criticism of Trump's policies from one of his most influential advisers.Musk, the world's richest man, is estimated to have lost roughly $31 billion since Trump announced sweeping tariffs on foreign countries April 2, according to the Bloomberg Billionaires Index, NYT News Service reported.The squabble escalated Monday when Navarro said on CNBC that Musk was not a ""car manufacturer"" but a ""car assembler"" because Tesla, Musk's electric vehicle company, relied on parts from around the world.Musk fired back Tuesday, calling Navarro a 'moron' and ""dumber than a sack of bricks"" in a post on X, the social media site he owns. Later in the day, Musk doubled down, posting that he wanted to ""apologize to bricks.""Navarro ignored questions from reporters at the White House on Tuesday afternoon about Musk's posts on social media.The White House on Tuesday declared that ""boys will be boys."" ""Look, these are obviously two individuals who have very different views on trade and on tariffs,"" said White House spokeswoman Karoline Leavitt. ""Boys will be boys, and we will let their public sparring continue,"" Leavitt said.Asked about the dust-up between the advisers, Leavitt said the public nature of the spat was evidence of the Trump administration's transparency and Trump's willingness to listen to diverse opinions.A1. President of USA is Donald Trump.A2. Richest person of the world is Elon Musk, according to the Bloomberg Billionaires Index.",https://economictimes.indiatimes.com/news/international/us/elon-musk-vs-peter-navarro-two-of-donald-trumps-trusted-advisers-business-tycoons-and-harvard-trained-economist-are-clashing-heres-why/articleshow/120131042.cms,,anger,"Elon Musk and Peter Navarro have been engaged in a bitter public feud over the US President's decision to impose sweeping tariffs. Musk's words -- though aimed at Navarro -- were a rare criticism of Trump's policies from one of his most influential advisers. Musk, the world's richest man, is estimated to have lost roughly $31 billion since Trump announced sweeping tariffs on foreign countries April 2."
Slashdot.org,Stock futures under pressure as tariffs take hold: Live Updates,,Uncertain fortune is thoroughly mastered by the equity of the calculation. - Blaise Pascal,https://slashdot.org/firehose.pl?op=view&amp;id=176985763,,neutral,Uncertain fortune is thoroughly mastered by the equity of the calculation. - Blaise Pascal
Freerepublic.com,Questions remain after dead horse found in downtown Atlanta,,"Skip to comments. Questions remain after dead horse found in downtown Atlanta atlanta news first ^ | 04 07 2025 | Adam Murphy Posted on by yesthatjallen In the heart of downtown Atlanta, several people witnessed the unthinkable over the weekend. A dead horse was seen lying on the sidewalk in front of Unity National Bank at Peachtree Street and MLK Jr. Drive. Jon Birdsong owns the building where the bank is located and reported the incident. We called Department of Agriculture, firefighters, police officers and animal control, Birdsong said. Authorities responded to the scene and placed a white tarp over the horse. They were trying to feed it and do everything they could to give it water, Birdsong said. Officers said the horses owner reported that the animal suffered a possible medical emergency and collapsed on the sidewalk. A horse passed away around 12:48 a.m. on Sunday morning due to natural causes, Birdsong said. Birdsong said the horse was privately owned and did not belong to a carriage company. As for why the owner was riding the horse downtown, its unclear. SNIP (Excerpt) Read more at atlantanewsfirst.com ... TOPICS: KEYWORDS: atlanta deadhorse Click here: to donate by Credit Card Or here: to donate by PayPal Or by mail to: Free Republic, LLC - PO Box 9771 - Fresno, CA 93794 Thank you very much and God bless you. To: yesthatjallen Kudos to the authorities for having questions. by 2 posted onby stevio (Fight until you die!) To: yesthatjallen Whats a horse doing on MLK Jr. Drive? by 3 posted onby EvilCapitalist (Pets are no substitute for children) To: yesthatjallen Animal cruelty charges for the owner. To: yesthatjallen Questions remain after dead horse found in downtown Atlanta ~~~ If questions remain, then it sounds like they are beating a dead horse. To: yesthatjallen The retarded Dont Touch Me boomer geezer line dancers may have mistook it for a Tesla or an American presidential candidate. by 6 posted onby FlingWingFlyer (Hey Jose! HANDS OFF our tax dollars, hospitals, schools, social security, jobs and our history.) To: yesthatjallen Here for Godfather references and beating jokes To: yesthatjallen As for why the owner was riding the horse downtown Maybe he was tired of looking/paying for a parking spot. To: EvilCapitalist; yesthatjallen by 9 posted onby Magnum44 (...against all enemies, foreign and domestic... ) To: yesthatjallen Is it illegal to ride a horse in downtown Atlanta? If not, why does it matter why the owner was riding it? by 10 posted onby chrisser (I lost my vaccine card in a tragic boating accident.) To: yesthatjallen Just reading the headline I had to ask if RFK Jr was in town. To: yesthatjallen Thats the first time Ive seen horse and dead and Atlanta in the same sentence without it referring to a heroin overdose. To: KingLudd Listen to the first line of this song. by 13 posted onby EvilCapitalist (Pets are no substitute for children) To: yesthatjallen Questions remain after dead horse found in downtown Atlanta BEWARE",https://freerepublic.com/focus/f-chat/4309910/posts,,fear,"A dead horse was seen lying on the sidewalk in front of Unity National Bank at Peachtree Street and MLK Jr. Drive. Authorities responded to the scene and placed a white tarp over the horse. Officers said the horses owner reported that the animal suffered a possible medical emergency and collapsed. A horse passed away around 12:48 a.m. on Sunday morning due to natural causes, Jon Birdsong, owner of the building where the bank is located, said. Birdsong said the horse was privately owned and did not belong to a carriage company."
The Times of India,AI goes ballistic on Elon Musk in savage 'merciless' roastAnd the internet cant stop laughing: 'I almost felt bad for him',,"The Future Roasts Back You Might Also Like: Has Elon Musk fallen out with President Trump and become a political liability? Is AI the New Court Jesteror the New Critic? Baratundes Masterstroke: Laughing to Learn You Might Also Like: Was Elon Musk really a Tesla co-founder? How he became synonymous with the brand At this years Life With Machines panel during SXSW , tech took a hilariously vicious turn. Amid conversations about the promises and perils of artificial intelligence, Emmy-nominated host and futurist-comedian Baratunde Thurston made a bold request to his AI co-producer, BLAIR: Roast Elon Musk . Mercilessly.The result? A 50-second digital monologue that torched the Tesla and SpaceX CEO with the kind of surgical precision only a machine can musteruntouched by human diplomacy, but full of Silicon Valley tea.Youre like a self-driving Tesla, BLAIR quipped, obscenely expensive, prone to crashing, and perpetually promising features that never quite materialize. The audience erupted. By the time the AI was comparing Musks intelligence to whale songs and dragging up his fathers emerald mines, even Thurston had to admit, I almost felt bad for him.What made the moment iconic wasnt just the scathing humorit was the context. Thurston, a veteran of satire from The Onion and a commentator known for bridging the gap between technology, comedy, and civic discourse, framed the roast not as a gimmick but as a glimpse into AIs evolving voice in public culture. Joined on stage by digital anthropologist Rahaf Harfoush and comedy writer Matt Klinman, the discussion weaved seamlessly from ethics to entertainment.We talked about the best and worst of AI, shared our fears and vision for the future, Thurston said on social media, and yeah... we asked BLAIR to savagely roast Elon Musk .This wasnt just a roast. It was a reflection of the growing power of AI as both commentator and provocateur. In a world where satire is often muzzled by partisanship or platform policies, BLAIRs performance was raw, unfiltered, and algorithmically cheeky.Unsurprisingly, netizens tarted reacting and comments flowed in on the Instagram post. One user wrote, ""You said mercilessly and the AI went all over it xD""Another netizen quipped about what Blair missed, ""The only thing Blair didnt touch on is the number of children and baby mamas he has without paying child support.""Taking the humor forward another commentor wrote, ""Hey human here. If you needed someone to insult him there are many humans who could have done better. ""Thurston, whose body of work spans books, podcasts, and public speaking, has long championed a blend of humor and insight. His bestselling book How to Be Black and his podcast How to Citizen reframe serious issues with storytelling and satire. This SXSW moment was a continuation of that ethosholding power accountable not with anger, but with art.In the end, BLAIR's roast wasnt just funnyit was telling. It showcased how AI, when guided with creativity and conscience, ca",https://economictimes.indiatimes.com/magazines/panache/ai-goes-ballistic-on-elon-musk-in-savage-merciless-roastand-the-internet-cant-stop-laughing/articleshow/120130239.cms,,anger,"The 50-second digital monologue torched the Tesla and SpaceX CEO with the kind of surgical precision only a machine can muster. The audience erupted. By the time the AI was finished, the audience was in fits of laughter. The Future Roasts Back is published by Simon & Schuster, a division of Penguin Random House, on September 14. For more information on the Life With Machines panel at SXSW, visit: http://www.sxsw.org/life-with-machines."
HuffPost,Fox Business Host Mocks Peter Navarros Girl Math Used To Justify Trump Tariffs,,"Big money interests are running the government and influencing the news you read. While other outlets are retreating behind paywalls and bending the knee to political pressure, HuffPost is proud to be unbought and unfiltered. Will you help us keep it that way? You can even access our stories ad-free. You've supported HuffPost before, and we'll be honest we could use your help again. We won't back down from our mission of providing free, fair news during this critical moment. But we can't do it without you. For the first time, we're offering an ad-free experience to qualifying contributors who support our fearless journalism. We hope you'll join us.",https://www.huffpost.com/entry/dagen-mcdowell-peter-navarro-tariffs-girl-math_n_67f646ade4b0e7553a0c0f22,2025-04-09 13:20:00+00:00,neutral,Huffington Post is proud to be unbought and unfiltered. Will you help us keep it that way? You can even access our stories ad-free.
CNA,Nuro secures $6 billion valuation in latest funding round,,"Autonomous driving technology startup Nuro said on Wednesday it fetched a valuation of $6 billion after raising $106 million in its latest funding round, as investors bet on what is often touted as the future of mobility. The funding backed by T Rowe Price Associates, Fidelity Management and Research, Tiger Global, Greylock Partners and XN comes more than three years after Nuro's last round that valued it at $8.6 billion at the height of venture-capital frenzy. Valuations sobered up in the following years, and the company conducted two rounds of layoffs as an impending U.S. recession and the energy crisis in 2022 forced it to cut costs. Since then, the self-driving industry, which boasts of some high-profile champions such as Tesla CEO Elon Musk, has shifted from bold promises to cautious progress as startups push ahead to commercialize the technology. Nuro's funding underscores that despite subdued conditions elsewhere, investor appetite for hot sectors persists. U.S. President Donald Trump also wants to ease deployment barriers for self-driving vehicles. Musk had said in January Tesla would roll out ""autonomous ride-hailing for money"" in Austin by June, while Alphabet unit Waymo rolled out its robotaxi services exclusively on Uber's platform in the city last month. Nuro, which combines self-driving AI and hardware into its Nuro Driver platform, expanded its business model in September by offering automakers and mobility licenses for its autonomous vehicle technology. The Mountain View, California-based company signed a 10-year partnership with Uber Eats in 2022 to test food delivery via unmanned vehicles in some U.S. locations. Founded by former lead engineers from Google's self-driving car project, now Waymo, Nuro had previously partnered with U.S. companies such as Kroger, Walmart, Domino's Pizza and Chipotle Mexican Grill. Nuro said it would use the funds from the latest round to scale its AI technology and advance commercial partnerships.",https://www.channelnewsasia.com/business/nuro-secures-6-billion-valuation-latest-funding-round-5054901,,neutral,"Nuro says it has raised $106 million in its latest funding round. The funding backed by T Rowe Price Associates, Fidelity Management and Research, Tiger Global, Greylock Partners and XN. Nuro's last round that valued it at $8.6 billion at the height of venture-capital frenzy."
The Times of India,Musk to quit soon? Cracks emerge in once-solid Musk-Trump bond as Tesla chief lobbies against crushing tariffs at the White House,,"(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.) Download The Economic Times News App to get Daily International News Updates.",https://economictimes.indiatimes.com/news/international/us/musk-to-quit-soon-cracks-emerge-in-once-solid-musk-trump-bond-as-tesla-chief-lobbies-against-crushing-tariffs-at-the-white-house/articleshow/120129241.cms,,neutral,"(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.) Download The Economic Times News App to get Daily International News Updates."
The Daily Caller,JENNY BETH MARTIN: Democrats Are So Far-Left Theyll Even Vote Against Election Integrity,,"Later this week, the nation will be given the opportunity to see the legislative front of Americas left wing in action. Im speaking, of course, of congressional Democrats. On Thursday, the House will consider H.R. 22, the Safeguard American Voter Eligibility (SAVE) Act. The bill requires that state officials obtain documentary proof of citizenship before registering someone to vote. In addition, the bill gives states access to federal databases to allow the states to clean up their voter rolls by removing noncitizens who have been improperly registered to vote. The bill is necessary because, believe it or not, even though it is a legal requirement that one be a citizen of the United States in order to register to vote or to vote, there is currently no legal requirement that a would-be voter actually provide documentary proof of his or her citizenship before being allowed to register. The only requirement is that a would-be voter check a box on a form, and then sign the form attesting that he or she is a citizen. (RELATED: JENNY BETH MARTIN: The Lefts Anti-Tesla Protests Are Domestic Terrorism) A similar bill passed the House last year and was promptly ignored by the Democrat-controlled Senate. The vast majority of congressional Democrats, you see, oppose this commonsense reform. The good news is, the Senate is controlled by Republicans now, so if the bill passes the House later this week, the Senate leadership could begin the process of bringing the bill to the floor of the Senate. Bringing the bill to the floor would require at least seven Democrats votes to overcome a filibuster. Last year, the organization I lead, Tea Party Patriots Action, commissioned a survey by one of President Trumps pollsters, John McLaughlin. The survey of 1,000 general election voters showed strong support for the idea that only citizens should be voting in U.S. elections: 87% agreed that proof of United States citizenship should be required to register to vote in American elections; 86% agreed that only United States citizens should be allowed to vote in elections for the President, Senators, and Representatives; and 83% agreed that proof of United States citizenship should be required to vote in American elections. Clearly, there is strong public support for legislation to ensure that only citizens can register to vote in U.S. elections. Yet the left opposes this commonsense bill. According to the Leadership Conference on Civil and Human Rights speaking on behalf of its more than 240 national organizations the bill is a shameful, divisive attempt to prevent millions of U.S. citizens from registering to vote. No, its not. The left has argued for literally decades that virtually any attempt to strengthen election integrity will lead to the disenfranchisement of voters typically, voters of color. Yet real-life examples show exactly the opposite. Remember, for example, the 2021 effort to strengthen the election infrastructure in Georgia, and how the left insisted those e",https://dailycaller.com/2025/04/09/jenny-beth-martin-democrats-are-so-far-left-theyll-even-vote-against-election-integrity/,2025-04-09 00:00:00,neutral,"On Thursday, the House will consider H.R. 22, the Safeguard American Voter Eligibility (SAVE) Act. The bill requires that state officials obtain documentary proof of citizenship before registering someone to vote. In addition, the bill gives states access to federal databases to allow the states to clean up their voter rolls by removing noncitizens who have been improperly registered to vote, writes Julian Zelizer. The only requirement is that a would-be voter check a box on a form, and then sign the form attesting that he or she is a citizen."
Breitbart News,Pro-Palestine Radicals Admit to Burning Down McDonald's Franchise,,"A group of pro-Palestinian extremists have claimed credit for a fire that consumed a McDonalds restaurant building in France this week. A fire broke out on Monday evening at a new McDonalds restaurant still under construction in Montrab, near Toulouse. The fire burned the building to a crisp before firefighters eventually put out the blaze in the early hours of Tuesday morning. In the wake of the fire, a local activist group named Les Frites insoumise (the unruly fries) claimed responsibility for the fire, claiming that the arson attack was intended to support Palestinians and oppose the expansion of McDonalds in France over the companys support of Israel. The radical groups name was apparently influenced by the far-left La France insoumise (LFI) party of pro-Gaza zealot Jean-Luc Mlenchon, who has been at the forefront of the anti-Israel movement in France. In a statement reported by the Libration newspaper, the group said: Les Frites insoumises set fire to the McDonalds under construction in Montrab, in support of the Palestinian people, and against the new expansion strategy of the firm, which wishes to open 50 new restaurants this year and impose its presence throughout France in order to compensate for financial losses due to the boycott. McDonalds has been facing boycotts across France and elsewhere after the companys branch in Israel donated hundreds of thousands of meals to the Jewish states military, security forces, and health service in the wake of the October 7th Hamas terror attacks that left over 1,200 people dead in Israel. In recent weeks, there have additionally been calls in France to boycott American products over opposition to the Trump administrations policies. In nearby Toulouse, a Tesla dealership was firebombed last month, with an anarchist group taking responsibility for the attack that left twelve cars destroyed. It was estimated that the arson attack caused upwards of 700,000 (580,000/$770,000) in damages. Days later, the Palsetine Action group vandalised President Donald Trumps Turnberry golf course in Scotland, with messages such as fuck Trump and Gaza is not 4 sale being scrawled in grafitti throughout the grounds of the world famous course. President Trump later revealed that the terrorists behind the incident had been jailed, saying: They did serious damage, and will hopefully be treated harshly The three people who did this are in prison. You cannot let things like this attack happen, and I greatly appreciate the work of Prime Minister Starmer, and UK Law Enforcement.",https://www.breitbart.com/europe/2025/04/09/pro-palestine-radicals-admit-to-setting-fire-to-mcdonalds-building/,2025-04-09 00:00:00,anger,"A fire broke out on Monday evening at a new McDonalds restaurant still under construction in Montrab, near Toulouse. The fire burned the building to a crisp before firefighters eventually put out the blaze in the early hours of Tuesday morning. In the wake of the fire, a local activist group named Les Frites insoumise (the unruly fries) claimed responsibility for the fire. The group claimed that the arson attack was intended to support Palestinians and oppose the expansion of McDonalds in France."
New York Post,Musk: Navarro dumber than bricks | Reporter Replay,,"Billionaire Elon Musk escalated his attacks against White House trade adviser Peter Navarro on April 8, calling him a moron whos dumber than a sack of bricks. Musk, 53, responded to the trade advisers suggestion on CNBCs Squawk Box that the Tesla boss was not a car manufacturer but a car assembler, pointing to the electric vehicle companys importing of batteries and other key components to manufacture its cars. NY Post reporter Ryan King shares this story.",https://nypost.com/video/musk-navarro-dumber-than-bricks-reporter-replay/,2025-04-09 12:53:57+00:00,anger,"Elon Musk escalated his attacks against White House trade adviser Peter Navarro on April 8, calling him a moron. Musk, 53, responded to the trade advisers suggestion on CNBCs Squawk Box that the Tesla boss was not a car manufacturer but a car assembler."
Biztoc.com,"Walmart, Apple, Tesla, Delta, Peabody Energy, Nvidia, Ford, Cal-Maine, and More Market Movers",,nan,https://biztoc.com/x/5d35a88efcaf4c85,2025-04-09 12:42:45+00:00,neutral,nan
Securityaffairs.com,The US Treasurys OCC disclosed an undetected major email breach for over a year,,"The US Treasurys OCC disclosed an undetected major email breach for over a year Pierluigi Paganini April 09, 2025 April 09, 2025 The US Office of the Comptroller of the Currency (OCC) disclosed a major email breach compromising 100 accounts, undetected for over a year. The US Treasurys Office of the Comptroller of the Currency (OCC) disclosed an undetected major email breach for over a year. The cybersecurity incident involved unauthorized access to emails via a compromised admin account. The breach was confirmed on Feb. 12, 2025, triggering incident response and reporting to CISA. Affected accounts were disabled. The OCC reviewed email logs since 2022, disabled impacted accounts, and reported the breach to CISA. No impact on the financial sector was found. After confirming the breach, the OCC began analyzing compromised emails with internal and external experts. Some contained sensitive financial data, leading the OCC and Treasury to classify the incident as a major one. The review process is still ongoing. The confidentiality and integrity of the OCCs information security systems are paramount to fulfilling its mission, said Acting Comptroller of the Currency Rodney E. Hood. I have taken immediate steps to determine the full extent of the breach and to remedy the long-held organizational and structural deficiencies that contributed to this incident. There will be full accountability for the vulnerabilities identified and any missed internal findings that led to the unauthorized access. Threat actors accessed 103 OCC employee emails for over a year via a compromised admin account, exposing sensitive financial data. Hackers intercepted about 103 bank regulators emails for more than a year, gaining access to highly sensitive financial information, according to two people familiar with the matter and a draft letter to Congress seen by Bloomberg News. reported Bloomberg. The attackers were able to monitor employee emails at the Office of the Comptroller of the Currency after breaking into an administrators account, said the people, asking not to be identified because the information isnt public. OCC on Feb. 12 confirmed that there had been unauthorized activity on its systems after a Microsoft Corp. security team the day before had notified OCC about unusual network behavior, according to the draft letter. Hackers accessed approximately 150,000 OCC emails from May 2023, including senior officials mailboxes, before being detected and removed in early 2025. Earlier this year, the OCC discovered unauthorized access to a limited number of its executives and employees emails that contain highly sensitive information relating to the financial condition of federally regulated financial institutions used in its examinations and supervisory oversight processes, OCC Chief Information Officer Kristen Baldwin said in the draft letter. The threat actors behind the security breach remain unknown, and its unclear if the incident is linked to past Treasury attacks ",https://securityaffairs.com/176373/data-breach/the-us-treasurys-occ-disclosed-an-undetected-major-email-breach-for-over-a-year.html,2025-04-09 12:35:11+00:00,neutral,"The US Treasurys OCC disclosed an undetected major email breach for over a year. The cybersecurity incident involved unauthorized access to emails via a compromised admin account. The breach was confirmed on Feb. 12, 2025, triggering incident response and reporting to CISA. No impact on the financial sector was found, but some emails contained sensitive financial data, leading the OCC and Treasury to classify the incident as a major one. The review process is still ongoing."
GlobeNewswire,"ALDX CLASS NOTICE: An Investigation has been Initiated on behalf of Aldeyra Therapeutics, Inc. Investors -- Contact BFA Law if You Lost Money (NASDAQ:ALDX)",,"NEW YORK, April 09, 2025 (GLOBE NEWSWIRE) -- Leading securities law firm Bleichmar Fonti & Auld LLP announces an investigation into Aldeyra Therapeutics, Inc. (NASDAQ: ALDX) for potential violations of the federal securities laws. If you invested in Aldeyra Therapeutics, you are encouraged to obtain additional information by visiting Why is Aldeyra Therapeutics being Investigated? Aldeyra Therapeutics is a biotechnology company focused on developing therapies designed to treat immune-mediated and metabolic diseases. The companys lead drug candidate, reproxalap, is being developed for the treatment of dry eye disease. During the relevant period, Aldeyra Therapeutics announced the success of its Phase III dry eye chamber clinical trial for reproxalap. The company stated that the trials results were uniquely supportive of reproxalaps effect on reducing ocular discomfort and that reproxalap was the first investigational drug with pivotal data to support reducing redness. Whats more, the company stated that the trial satisfies FDA requirements for New Drug Application resubmission. In truth, Aldeyra Therapeutics Phase III trial failed to demonstrate reproxalaps efficacy in treating ocular symptoms associated with dry eyes. The Phase III trial data suffered from potential methodological issues, including a difference in baseline scores across treatment arms, that did not satisfy the FDA requirements for NDA resubmission. The Stock Declines as the Truth is Revealed On April 3, 2025, Aldeyra Therapeutics issued a press release stating that the FDA issued a Complete Response Letter for the NDA for reproxalap. The FDA stated that the NDA failed to demonstrate efficacy in adequate and well controlled studies in treating ocular symptoms associated with dry eyes. The FDA identified concerns with the trial data submitted with the NDA, which the FDA stated may be related to methodological issues, including a difference in baseline scores across treatment arms. This news caused the price of Aldeyra Therapeutics stock to fall nearly 75% over the course of the trading day, from a closing price of $5.33 per share on April 2, 2025. Click here for more information: What Can You Do? If you invested in Aldeyra Therapeutics you may have legal options and are encouraged to submit your information to the firm. All representation is on a contingency fee basis, there is no cost to you. Shareholders are not responsible for any court costs or expenses of litigation. The firm will seek court approval for any potential fees and expenses. Submit your information by visiting: Or contact: Ross Shikowitz ross@bfalaw.com 212-789-3619 Why Bleichmar Fonti & Auld LLP? Bleichmar Fonti & Auld LLP is a leading international law firm representing plaintiffs in securities class actions and shareholder litigation. It was named among the Top 5 plaintiff law firms by ISS SCAS in 2023 and its attorneys have been named Titans of the Plaintiffs Bar by Law360 and SuperLawyers by Thompson Reuters. ",https://www.globenewswire.com/news-release/2025/04/09/3058418/0/en/ALDX-CLASS-NOTICE-An-Investigation-has-been-Initiated-on-behalf-of-Aldeyra-Therapeutics-Inc-Investors-Contact-BFA-Law-if-You-Lost-Money-NASDAQ-ALDX.html,2025-04-09 00:00:00,neutral,"Aldeyra Therapeutics is a biotechnology company focused on developing therapies designed to treat immune-mediated and metabolic diseases. The company's lead drug candidate, reproxalap, is being developed for the treatment of dry eye disease. During the relevant period, the company announced the success of its Phase III dry eye chamber clinical trial for reprox alap. TheCompany stated that the trials results were uniquely supportive of Reproxalaps effect on reducing ocular discomfort."
