source,title,description,text,url,publishedAt
Biztoc.com,Elon Musk took a chainsaw to the US government. Tesla is taking the hit,,"Elon Musk has long been credited with turning Tesla into a beacon of innovation, the visionary who pushed the world into an era of electrification. But his slide into politics — specifically his alignment with President Trump and activities within the federal government — has dragged…

This story appeared on techcrunch.com , 2025-05-05 19:50:06.",https://biztoc.com/x/2df26c4ef8042d8b,2025-05-05 19:50:06+00:00
TechCrunch,Elon Musk took a chainsaw to the US government — Tesla is taking the hit,,"Elon Musk has long been credited with turning Tesla into a beacon of innovation, the visionary who pushed the world into an era of electrification. But his slide into politics — specifically his alignment with President Trump and activities within the federal government — has dragged Tesla into uncertainty.

For many would-be Tesla buyers, the brand has lost its progressive luster. And while Musk has long been the face of Tesla, that link has taken a negative turn as the billionaire oversees mass layoffs and the elimination of federal programs via the Department of Government Efficiency.

Tesla’s disappointing first-quarter earnings, which saw profits drop 71% amid weakened sales and anti-Musk sentiment, demonstrate just how much the brand has fallen out of favor. The company reported 336,681 deliveries in the first three months of 2025, down from 495,570 in Q4 2024 and 386,810 in the first quarter of last year. That’s off the back of an unimpressive 2024, which saw fewer deliveries than the year prior amid production delays and increased EV competition.

For many, Musk’s political activities have turned Tesla into a symbolic pariah. Tesla trade-ins have hit record highs, while sales in Europe have dropped. Foreign leaders are calling for boycotts and the automaker’s stock price has lost about half its value since December. All the while, protesters continue to assemble outside Tesla showrooms, dealerships, and even charging stations in an effort to accelerate the automaker’s brand devaluation and with it, they hope, Musk’s wealth.

“They have a certain significant public image problem that’s really something we haven’t seen before in this industry,” Sean Tucker, lead editor at Kelley Blue Book, told TechCrunch.

Even one of Tesla’s most unwavering bulls, Dan Ives, has begged Musk to focus less on politics and more on his business “or else unfortunately darker times are ahead for Tesla.” And even though Musk said last month that he’d take a step back from DOGE, he’s not giving up on it either.



To combat the effect this might have on Tesla, Musk has and likely will continue to lean on his sales pitch that Tesla isn’t an automaker, it’s an AI company, one that will someday commercialize autonomous vehicles and humanoid robots.

The question now is whether the Tesla brand can recover.

Techcrunch event Exhibit at TechCrunch Sessions: AI Secure your spot at TC Sessions: AI and show 1,200+ decision-makers what you’ve built — without the big spend. Available through May 9 or while tables last. Exhibit at TechCrunch Sessions: AI Secure your spot at TC Sessions: AI and show 1,200+ decision-makers what you’ve built — without the big spend. Available through May 9 or while tables last. Berkeley, CA | BOOK NOW

Below are the moments, which TechCrunch will continue to update, that are shaping perception of the Tesla brand and may have a lasting effect on its future.

Drop in European sales

Elon Musk Speaks at election campaign launch of AfD, Germany’s far-right party. Image Credits:Hendrik Schmidt/picture alliance / Getty Images

Tesla’s new car sales have plunged across Europe, even as sales of electric cars made by other brands rose on the continent. In the first four months of 2025, Tesla sales dropped 37.2% in Europe, and in Sweden, they dropped 81% year-over-year.

Germany, traditionally one of Tesla’s largest markets and home to one of its gigafactories, has turned against Musk in a big way. A recent survey of 100,000 Germans found 94% would never purchase a Tesla, and sales data backs that up. In March 2025, Tesla’s Germany sales were down 42.5%. A slight increase from the 75% sales slump in February.

Succession

The Wall Street Journal reported in May that Tesla’s board began searching for Musk’s potential successor sometime around early April as Musk waded further into Washington to slash government spending.

When the report came out, Tesla chair Robyn Denholm declared the WSJ’s reporting to be “absolutely false.” Either way, the report does raise questions about succession planning if Musk-associated brand devaluation continues. Musk said during Tesla’s first-quarter earnings call that he would take a step back from DOGE, but, importantly, he also said he’d continue working for the agency for the remainder of Trump’s presidency.

Protests are officially a risk

Image Credits:Rebecca Bellan

“Tesla Takedown” protests have been spreading around the world with the goal of encouraging people to stop buying Teslas and to sell their Tesla stock, which protesters say will hurt Musk where he holds most of his power — in his wallet (more on those below). As of the first quarter of this year, those protests have officially become an official risk in Tesla’s regulatory filings.

The new risk factor in Tesla’s latest SEC filings warns that certain criticism “has incited protests, some escalating to violence targeting our operations, products and personnel.” Tesla’s lawyers also expanded what’s at risk, saying negative perceptions resulting from the protests, along with the broader criticism of the company, “may harm our brand and our business (including sales) and make it more difficult to raise additional funds if needed.”

Tariff exposure

While Tesla is the automaker best positioned to parry the blow of Trump’s automotive tariffs in the U.S., the company is still exposed due to Musk’s alliance with the president.

In April, Wedbush analyst Dan Ives cut Tesla’s price target to $315, down from $550, once again citing Musk’s politics creating a brand crisis for the automaker. He also noted that Musk’s association with Trump, and therefore his tariff policies, are not only affecting sales in the U.S. and Europe, but also threatening Tesla’s popularity in China, “further driv[ing] Chinese consumers to buy domestic such as BYD.”

A MAGA hat on wheels

A sticker reading “I bought this before Elon went crazy” is pictured on a Tesla in Berlin on February 10, 2025. Image Credits:obias Schwarz / AFP

While recent studies found that Musk’s political leanings have lost him customers in what has historically been Tesla’s base — Democrats — the shift has garnered him street cred with Republicans. One study from researchers at Northeastern University, Columbia University, and the University of Iowa found that Republicans’ likelihood to purchase a Tesla moved up from 7% before Musk’s Trump endorsement to 10.2% after.

That sentiment might only increase amid Trump’s reciprocal endorsement of Musk and Tesla, including his free commercial at the White House on March 11.

“Hang on to your stock”

A Tesla Cybercab prototype. Image Credits:Getty Images

At an impromptu, glitchy, livestreamed Tesla all-hands presentation on the evening of March 20, Musk told his employees and investors to “hang on to [their] stock” despite it feeling “like Armageddon.”

“It’s very difficult for people in the stock market, especially those that look in the rearview mirror, which is most people, to imagine a future where suddenly a 10 million vehicle fleet has five to 10 times the usefulness,” Musk said, referring to the now-defunct claim that all existing Teslas have the hardware necessary to turn into fully self-driving cars with a mere software update.

He advised employees to tune out the noise and focus on building the Cybercab, which would be the new priority. The Cybercab is a two-seater robotaxi with no steering wheel or pedals. Current federal regulations don’t allow for the mass production of such vehicles because they don’t have human controls, but Musk has signaled an intent to amend those rules.

He noted that the Cybercab manufacturing process would be a feat of engineering, a “high-speed consumer electronics line” that “will move so fast that … it’ll be able to produce a car, ultimately, in less than five seconds.”

During the call, Musk also promised to produce about 5,000 Optimus robots this year, which he believes will be Tesla’s most valuable asset.

“Moment of truth”

On the same day as the sudden all-hands, Tesla bull Dan Ives wrote in a note that Musk’s involvement in DOGE has led to a “brand tornado crisis moment for Musk and Tesla.”

“If you agree or disagree with DOGE it misses the point that by Musk spending 110% of his time with DOGE (and not as Tesla CEO) since President Trump got back into the White House this has essentially turned Tesla into a political symbol … and this is a bad thing,” Ives wrote.

Molotov cocktails and vandalism

A Tesla Supercharger is vandalized on January 31, 2025, in San Diego, California. Image Credits:Getty Images

Tesla showrooms, charging stations, facilities, and even privately owned vehicles have been hit with attacks. In some cases, the damage is minimal — some spray paint and a keyed car. In others, violence has ensued. Dealerships have been hit with bullets and Molotov cocktails, and charging stations have been set on fire.

Musk has responded by questioning why anyone would want to hurt Tesla.

Trump’s response has been more pointed. He has declared that any acts of violence — which could include spray-painting — would be treated by the federal government as domestic terrorism.

“I look forward to watching the sick terrorist thugs get 20-year jail sentences for what they are doing to Elon Musk and Tesla. Perhaps they could serve them in the prisons of El Salvador, which have become so recently famous for such lovely conditions!” Trump said on his social media platform, Truth Social.

As of the time of this writing, the Department of Justice has brought charges against three individuals who are allegedly responsible for violent destruction of Tesla properties.

Tesla Takedowns

NYPD officers stand guard as protesters demonstrate during a Tesla Takedown rally on March 29, 2025. Image Credits:Getty Images

Peaceful protests have also erupted across the country as part of the Tesla Takedown movement.

Protesters have been showing up at Tesla dealerships and showrooms to try to discourage people from buying Tesla cars. They also aim to encourage Tesla owners to trade in their vehicles and Tesla stockholders to sell their shares.

Despite these protests being peaceful, we’re beginning to see the start of violent counterprotests — like the Florida man who drove his SUV into a crowd of protestors outside a Palm Beach Tesla dealership in March.

Associating with the Proud Boys

Thousands of people joined in Tesla Takedown protests the last weekend in March at showrooms across the country. The crowds drew small numbers of counterprotests in some regions that were peopled mainly by MAGA supporters, Wired reports. Among them were far-right extremists, including members of the Proud Boys and armed militias.

The “Roman” salute

Elon Musk gestures as he speaks during the inaugural parade, in Washington, DC, on January 20, 2025. Image Credits:ANGELA WEISS / AFP / Getty Images

While speaking at a rally celebrating Trump’s inauguration in January, Musk did what many have perceived to be not one, but two, Nazi salutes.

The damage has only been amplified by Musk’s vocal support for the far-right German political party AfD, as well as his history of sharing antisemitic posts.

Shortly after the salute incident, activists projected an image of Musk doing the salute, along with the word “Heil,” onto Tesla’s Berlin gigafactory.

BYD breakthroughs

One of Tesla’s biggest competitors, China’s BYD, has been touting significant breakthroughs in charging. The automaker said this week that its new cars can be charged in five minutes, which would give it a huge competitive edge over Tesla and indeed any other EV maker.

China is one of Tesla’s largest markets, but BYD is continuing to bully the automaker on its home turf. BYD recently unveiled its “God’s Eye” advanced driver-assistance system — akin to Tesla’s Autopilot and FSD — that will be installed at no additional cost on its entire EV lineup, including its ultra-cheap $9,600 Seagull hatchback.

BYD continues to impress consumers with its high-tech range of EVs and hybrids and has once again surpassed Tesla on revenue. In 2024, BYD reported $107 billion in revenue compared to Tesla’s $97.7 billion.

An aging lineup and Cybertruck recalls

A Tesla Cybertruck on display in a Tesla showroom. Image Credits:Michael M. Santiago / Getty Images

Tesla has languished with an aging lineup for years. The Cybertruck was meant to be the automaker’s next big bet that would prove it’s still capable of delivering innovative new models. And indeed, the truck has been popular among American buyers.

Still, Tesla has issued eight recalls on the Cybertruck since launching the vehicle in November 2023. Most recently, Tesla had to recall 46,000 Cybertrucks because of an exterior steel trim panel on the side of the windshield that looks like it was stuck on with superglue and can just peel off.",https://techcrunch.com/2025/05/05/elon-musk-took-a-chainsaw-to-the-us-government-tesla-is-taking-the-hit/,2025-05-05 00:00:00
ABC News,OpenAI says its nonprofit will continue to control its business,,"OpenAI is reversing course and said Monday its nonprofit will continue to control the business that makes ChatGPT and other artificial intelligence products

After months spent pursuing a plan to convert itself into a for-profit business, OpenAI is reversing course and said Monday its nonprofit will continue to control the company that makes ChatGPT and other artificial intelligence products.

“We made the decision for the nonprofit to stay in control after hearing from civic leaders and having discussions with the offices of the Attorneys General of California and Delaware,” said CEO Sam Altman in a letter to employees.

Altman and the chair of OpenAI’s nonprofit board, Bret Taylor, said the board made the decision for the nonprofit to retain control of OpenAI. The nonprofit already has a for-profit arm, but that arm will be converted into a public benefit corporation “that has to consider the interests of both shareholders and the mission,” Taylor said.

OpenAI’s co-founders, including Altman and Tesla CEO Musk, originally started it as a nonprofit research laboratory on a mission to safely build what’s known as artificial general intelligence, or AGI, for humanity’s benefit. Nearly a decade later, OpenAI has reported its market value as $300 billion and counts 400 million weekly users of ChatGPT, its flagship product.

OpenAI first outlined plans last year to convert its core governance structure but faced a number of challenges. One is a lawsuit from Musk, who accuses the company and Altman of betraying the founding principles that led Musk to invest in the charity. A federal judge last week dismissed some of Musk's claims and allowed others to proceed to a trial set for next year.

OpenAI also faced scrutiny from the top law enforcement officers in Delaware, where the company is incorporated, and California, where it operates out of a San Francisco headquarters.",https://abcnews.go.com/US/wireStory/openai-reverses-nonprofit-continue-control-business-121482166,
Electrek,Chery is deploying an army of blonde humanoid robots called Mornine to sell its cars [Video],,"If you thought Tesla or XPeng’s bipedal humanoid robots were a creepy glimpse into the future, wait until you see what Chinese automaker Chery Automotive is deploying. Alongside business partner AiMOGA, Chery is encouraging its dealers to purchase a Mornine robot to help sell vehicles to customers. Mornine definitely won’t scare anyone away, right?

Chery Automotive has been developing vehicles for nearly 30 years in China and operates under the ownership of the Wuhu municipal government, where it is headquartered. We’ve previously covered several of Chery’s sub-brands, including Luxeed, and Omoda.

In addition to cars, Chery has become yet another automaker exploring bipedal humanoid robots. In June 2024, Chery announced a strategic partnership with AI and robotics specialist AiMOGA to develop a new humanoid robot called Mornine, promising to “usher in a wholly innovative customer ecosystem service system.”

Less than a year later, Mornine was strutting her stuff around Chery’s booth at the Shanghai Auto Show before a crowd of the blonde robots stood behind Zhang Guibing, president of Chery International, during a dealer and media event in its home city of Wuhu.

Advertisement - scroll for more content

We’d argue that bipedal humanoid robots are already too close to a Terminator-like dystopia. Hence, adding hair and makeup (and some surprising junk in Mornine’s trunk) makes things a helluva lot more creepy. You have to listen to her speak in the video below.

Source: Chery Automotive

Chery’s Mornine robot is awesome, but gives us the creeps

While Mornine is new to us, the sunglass-clad, ponytailed robot from Chery and AiMOGA has been in the public eye for about a year now. It was only during Chery’s recent press events, however, that we learned how Mornine is expected to support the automaker. She(?) will be your local showroom specialist, of course!

According to Chery International’s president, the market for humanoid robots has more potential in the future than vehicles, and “AiMOGA is the real future for the Chery company.” Zhang said Mornine is the same price as a car, but could serve as a home assistant, or you can buy a second robot to help you at work.

However, personal robots are still more science fiction with an emphasis that leans more toward fiction, so Chery wants to get the word out about its technology and the use cases it can one day provide the world. To do so, Chery is hoping to deploy the Mornine robots to vehicle showrooms to assist customers in learning more about available models (see more in the video below).

Those aren’t just cool shades AiMOGA equipped Mornine with – they house surround-view vision. Mornine also has fully flexible hands that can serve customers drinks and female-like vocal capabilities to answer vehicle questions.

Zhang told the crowd of over 3,000 in Wuhu that Chery would offer a discount on Mornine to any interested customers, although that amount was not publicly revealed. One Mornine robot has already been working on a trial basis at a Chery dealership in Malaysia.

Chery has promised to deliver 220 Mornine robots this year to dealers worldwide. That’s not enough to garner full-fledged panic about a humanoid robot takeover, but it’s as scary as it is exciting. See more of Mornine in action below:",http://electrek.co/2025/05/05/chery-deploying-blonde-humanoid-robots-called-mornine-to-sell-cars-video/,2025-05-05 00:00:00
Biztoc.com,"Tesla Stock Falls On European Sales Decline, Rising Competition: What's Going On?",,"Tesla Inc. (NASDAQ:TSLA) shares are trading lower Monday after industry data showed a drop in new car sales in Spain, which appears to be adding to concerns over European performance.

What To Know: New registration data from Spanish industry group ANFAC showed that Tesla sold 571 units…

This story appeared on benzinga.com , 2025-05-05 17:48:35.",https://biztoc.com/x/042183d99e09f415,2025-05-05 17:48:35+00:00
The Times of India,"Europe pushes back against US tariffs, saying 'No thanks' to buying American",,"Live Events

For motorcycle lovers in Sweden, Harley-Davidson is the hottest brand on the road. Jack Daniels whiskey beckons from the bar at British pubs. In France, Levis jeans are all about chic.But in the tumult of President Donald Trump 's trade war with Europe, many European consumers are starting to avoid US products and services in what appears to be a decisive and potentially long-term shift away from buying American, according to a new assessment by the European Central Bank In April, Trump imposed a 10% blanket tariff on America's trading partners and threatened ""reciprocal tariffs"" on many of those, including the European Union. Companies like Tesla and McDonald's are seeing customers in Europe put off by ""Made in America.""""The newly imposed US trade tariffs on European products are causing European consumers to think twice about what's in their shopping cart,"" the ECB wrote in a blog post about its research on consumer behavior. ""Consumers are very willing to actively move away from US products and services.""Europeans had already begun testing grassroots boycotts on American products, including Heinz ketchup and Lay's potato chips, shortly after Trump took office. His threats to take over Greenland, part of Denmark, energised Danes to organize no-buy campaigns on Facebook. Tesla owners in Sweden slapped ""shame"" bumper stickers on their cars to distance themselves from Elon Musk, the Tesla CEO who is one of Trump's top advisers.But Europeans' anguish over Trump's treatment of America's longtime allies has hardened as he has moved to rewire world trade with steep global tariffs, the central bank found.Trump took particular aim at the European Union, which he called ""very, very bad to us"" for not buying more from the United States, and threatened the bloc with a 20% ""reciprocal"" tariff last month. Such talk bewildered many Europeans and rattled EU leaders, who retaliated with a 25% duty on many U.S. goods.Both sides called a temporary truce after Trump abruptly reversed course and delayed tariffs until the summer. But the 10% baseline tariff is still in place, and a trans-Atlantic trade war could easily flare again.And even if a trade deal is reached, Europe's newfound wariness of its longtime ally will not easily be unwound. The ECB study found that even if a mere 5% tax were placed on American products sold in Europe, Europeans would still be inclined to shun them.What is new, the central bank said, is a ""preference"" among European consumers ""to move away from U.S. products and brands altogether,"" no matter what the cost. That was the case even for households that could bear the brunt of higher prices.""Even though they could afford more expensive U.S. products and services, they consciously choose alternatives,"" the bank said. ""This suggests that consumers' reactions may not just be a temporary response to tariff increases, but instead signal a possible long-term structural shift in consumer preferences away from U.S. products and brands.""In Germany and Italy, developers have created apps that scan grocery and clothing items for people who want to make sure they are not buying American. The top app, BrandSnap, even suggests European alternatives.On a French-run ""Boycott USA!"" Facebook channel with 31,000 members, people boast about buying Adidas, a German brand, over Nike and New Balance, and post stories about avoiding travel to the United States.In a Danish Facebook group with 95,000 members, people try to help each other figure out if products like Gillette Mach 3 razor blades or Schweppes soda are from the United States. One run from Sweden promotes alternatives to Airbnb and is calling for a European boycott on Meta platforms for a week in May.Europeans have also posted online to say they have begun canceling subscriptions to US streaming giants, including Netflix, Disney+ and Amazon Prime Video.Some consumers who have boycotted Amazon have gone online to lament that delivery from alternate ecommerce platforms in their countries are slower or less reliable but say that they are staying the course.Millions of people still buy American goods and services worldwide, but US companies and investors are keeping a close eye on international markets for signs of anti-American sentiment related to Trump's policies.In Europe, Tesla sales continued a sharp decline in April, data showed, including an 81% plunge in Sweden from a year ago, as protests against Musk's political views have held steady.And McDonald's said it was observing growing negative attitudes abroad toward US brands, especially in Northern Europe and Canada.International consumers are ""going to be cutting back their purchase of American brands, and we've seen an uptick in anti-American sentiment,"" the burger chain's CEO, Chris Kempczinski, said in a call with analysts last week.The McDonald's brand does not seem to have been damaged yet -- same-store sales in Canada and Europe were down only 1% in the first quarter from a year ago. But there is an ""8- to a 10-point increase in anti-American sentiment,"" he said.",https://economictimes.indiatimes.com/tech/technology/europe-pushes-back-against-us-tariffs-saying-no-thanks-to-buying-american/articleshow/120906620.cms,
Biztoc.com,"Tesla (NASDAQ: TSLA) Bull, Base, & Bear Price Prediction and Forecast",,"Shares of Tesla Inc. (NASDAQ:TSLA) may be catching the eye of investors looking for a buy-low opportunity, but if that includes you, proceed with caution. Since reaching its all-time high of $479.86 on Dec. 17, 2024, the stock has plummeted 42.18%, including a loss of 35.19% since…

This story appeared on 247wallst.com , 2025-05-05 16:23:26.",https://biztoc.com/x/eeb62b39c9fb6dd0,2025-05-05 16:23:26+00:00
The Times of India,"S&P 500, Nasdaq slip after Trump's fresh tariffs at start of Fed-decision week",,"Live Events





(You can now subscribe to our

(You can now subscribe to our ETMarkets WhatsApp channel

The S&P 500 and the Nasdaq were lower on Monday after U.S. President Donald Trump rekindled worries about the fallout of a global trade war by introducing new tariffs, while focus remained on the Federal Reserve 's monetary policy decision later this week.On Sunday, Trump announced a 100% tariff on movies produced outside the U.S. but offered little clarity on how the levies would be implemented.Several movie and television production companies took a hit. Netflix fell 2.1% and was set to snap an 11-session winning streak, while Amazon.com was down 1.2%. Paramount Global slipped 1%.However, the top indexes were well above their session lows, as investors hoped for some reprieve on the trade tariff front with negotiation talks underway.""The market has a slight positive lean towards it right now, believing that these trade tariffs are either going to be reduced or they're going to come to some type of an agreement,"" said Robert Pavlik, senior portfolio manager at Dakota Wealth.Markets were also taking a pause after the S&P 500 notched its ninth session of gains on Friday, a streak last seen in 2004.At 11:30 a.m. ET, the Dow Jones Industrial Average rose 26.93 points, or 0.07%, to 41,344.36, the S&P 500 lost 21.19 points, or 0.37%, to 5,665.48 and the Nasdaq Composite lost 93.56 points, or 0.52%, to 17,884.17.Most megacap stocks were lower, with Tesla and Apple down over 3% each, while gains in some financial stocks buoyed the Dow.Energy stocks were the biggest loser, down 1.7% as crude prices dropped on anticipation of increased supply by OPEC+ countries.Class B shares of Berkshire Hathaway were down 4.4% after Warren Buffett said he will step down as CEO of the conglomerate. The stock pressured the S&P 500 financials sector .Meanwhile, an ISM survey showed services sector's growth picked up in April as orders increased and indicated a buildup in inflation pressures.The spotlight will be on the Fed this week, which is widely expected to keep interest rates on hold. Investors will closely monitor the commentary from central bank policymakers to gauge their approach to monetary policy easing this year amid tariff impacts.Traders are pricing in 25 basis points of easing by the Fed by July, and see a total of 80 points of cuts by the end of the year, according to data compiled by LSEG.On the earnings front, investor attention is on how companies are navigating tariff-induced uncertainty.Tyson Foods dropped 9.2% after the meat packer missed quarterly revenue expectations.U.S.-listed shares of gold miners Gold Fields Ltd and Anglogold Ashanti gained 8% and 4.5%, respectively, tracking higher gold prices.Skechers jumped about 25% after the footwear maker agreed to be taken private by 3G Capital in a $9.4 billion deal.Declining issues outnumbered advancers by a 1.17-to-1 ratio on the NYSE and by a 1.23-to-1 ratio on the Nasdaq.The S&P 500 posted seven new 52-week highs and three new lows, while the Nasdaq Composite recorded 40 new highs and 39 new lows.",https://economictimes.indiatimes.com/markets/stocks/news/sp-500-nasdaq-slip-after-trumps-fresh-tariffs-at-start-of-fed-decision-week/articleshow/120905512.cms,
Thegatewaypundit.com,Legal Immigrant from Africa Has Message for ‘Spoiled’ Protesting Leftists: “How can you hate one man just because he love his country?” (Video),,"Leftists across the country, many of whom are Boomers trying to relive their “glory days” of the 60’s, continue to protest against Donald Trump’s efforts to Make America Great Again.

While they lecture us to “believe all women,” they shout about bringing back a man who woke up in the middle of the night to slap his wife.

They shout about DOGE finding diabolical waste of taxpayer’s hard earned money across every component of the federal government because, apparently, they want the waste.

A legal immigrant from Africa, whose name is Fayz, had strong words for spoiled protestors and their endless public tantrums.

Fayz shared, “I’ve never seen such hate in a country like America. The way they hate only one man. Americans have been spoiled, and they think that the more they make noise, the more they get things done.”

“To get things done, calls for what? Pragmatic assessment on how you’re going to get things done. Not this wasting of time and just protesting somebody who loves this country. In my life, I’ve never seen such hate in a country like America, the way they hate only one man. How is that possible?”

“How can you hate one man just because he love his country? What is this?”

“I travel all the way from Africa to come to this country legally to make sure I realize the American dream. My kids are born here.”

Watch:

Immigrant from Africa argues with democrats at a protest (part4) #Trump #Maga pic.twitter.com/nl3BJFc4l1 — Never Woke (@NeverWokeX) May 5, 2025

Fayz spent some time arguing with the leftist protestors who, as expected, didn’t want to hear his perspective. (Part one)

Immigrant from Africa argues with democrats at a protest (part1) #Trump #Maga pic.twitter.com/mTZOtIYa3F — Never Woke (@NeverWokeX) May 5, 2025

“What you are doing is just sheer waste of time!” (Part two)

Immigrant from Africa argues with democrats at a protest (part2) #Trump #Maga pic.twitter.com/hMqnil7zsa — Never Woke (@NeverWokeX) May 5, 2025

“America is the greatest country on earth.” (Part three)",https://www.thegatewaypundit.com/2025/05/legal-immigrant-africa-has-message-spoiled-protesting-leftists/,2025-05-05 16:15:33+00:00
Washingtonspectator.org,"America’s Slide into Authoritarianism, as seen from TED 2025",,"Historians (if they exist in the future and any records of this period survive) will note this month as one where the United States slipped fully into authoritarianism. Incompetence, luck, and real leadership may yet intervene, but we have already crossed several “red lines” warned about by experts.

At the TED conference this past week in Vancouver, British Columbia, about 1,700 multidisciplinary thinkers gathered to hear and discuss dozens of prepared talks. But the real action was among the attendees, who gathered all week in impromptu salon discussions to share their concerns about the state of the world and what can be done to change course. Here are some of the most discussed topics and themes.

It’s a Coup

Carole Cadwalladr, a journalist who has reported on tech overreach and the rise of data-driven authoritarianism, delivered a powerful talk in which she correctly stated what many are afraid to admit: It’s a coup. The purchase of an American president (and American sovereignty) by Elon Musk is unprecedented, and it appears to be advancing unabated.

In her conference-opening talk, she also confronted OpenAI CEO Sam Altman about the theft of her intellectual property to train the company’s AI systems. When TED’s Chris Anderson brought up this concern with Altman in an interview during the final conference session (with Cadwalladr applauding) Altman’s response directed to her was, “Clap all you want to about that. Enjoy.” When Cadwalladr confronted him again privately backstage, he waved her off, citing “fair use.”

While the TED community is comprised of a wide range of people, a broad majority of participants appeared to align with Cadwalladr, agreeing that AI companies are overreaching, and violating property laws. Shortly after the interview with Altman, Twitter cofounder Jack Dorsey seemed to offer support for Altman’s view, posting “delete all ip law” on X, with Elon Musk replying, “I agree.”

Crossing the Rubicon into Authoritarianism

In the course of just a few days, Americans have cataloged a laundry list of signs that the country has reached a tipping point into authoritarianism: SignalGate; “Liberation Day” tariffs; reversal of (some) tariffs (maybe); deportations to El Salvador; defiance of the Supreme Court; asserting that “home growns” (aka citizens) are next; taking control of Columbia University by placing it into receivership; bullying law firms to provide pro-bono services supportive of the regime; indiscriminate revocation of student visas; calling for the revocation of the broadcast license for CBS over dislike of 60 Minutes content; attempts to criminalize media figures like Norm Eisen; investigation of former Trump administration officials Miles Taylor and Chris Krebs on grounds of treason; forcing Americans to use X to interact with the Social Security administration; widespread DOGE cuts of programs and agencies without Congressional approval; decline of the dollar under pressure from tariffs and market chaos. The list goes on and on.

People also expressed grave concerns about interacting with US Customs, and discussed strategies for dealing with their devices at the border crossing. One TED speaker, a comedian, returning to the States was asked if they made any mention of politicians in their talk. Other attendees discussed strategies for locking down their computers and phones (“create a user account with nothing special in it” or “turn off Face ID and decline to provide a PIN.”) Some discussed mailing their devices home to avoid having them on their person. Regardless of the details, it is a massive red flag that law abiding citizens of any country are having to consider such strategies, with most expressing deep alarm at that fact.

Many also shared their intention to establish residency outside the United States. While the stereotype of liberals fleeing conservative regimes goes back decades, concerns now transcend mere political displeasure.

Some involved in media, non-profits, relief work, science, and other efforts requiring international coordination are now wondering if they will be able to remain in the United States without interference. Large, established non-profit organizations now face the prospect of having their tax status revoked, which can be executed as an administrative action within the Internal Revenue Service with no due process.

The United States has transformed into a fully authoritarian kleptocracy. If the government can take control of a private university (Columbia), independent non-profits (US Institute of Peace), detain and search citizens at the border without a warrant, disappear residents (and soon citizens) to a prison another country with no recourse, and defy the Supreme Court, it’s clear that the Constitution simply no longer applies.

Canada Isn’t Having It

Speaking with Canadians, they are re-energized at the thought of recasting Canadian identity in contrast to their delinquent neighbors to the south. Where the Canadian flag was, a year ago, a symbol of right-wing nationalism, today it represents level-headed liberalism. In Vancouver, it is not uncommon to see the maple leaf flag displayed proudly beside a flag for Ukraine — unthinkable a year ago.

The selection of Prime Minister Mark Carney seems to have been a stroke of genius that may ward off the advances of the lab-grown libertarian Pierre Poilievre, who otherwise might have had a better chance to move Canada more in the direction of Trumpian policy. People here do not take the idea of Canada becoming a “51st State” even remotely seriously, and when one considers the diversity and density of Canada’s largest cities, it’s obvious that any Americans floating this idea have no idea what they’re talking about. Canada’s national election on April 28 will offer a clearer idea about where the country is headed, but right now it appears to be on a hopeful trajectory.

Living in the Matrix?

Being TED, the idea that we might be living in a simulation naturally came up amongst the assembled technologists, philosophers, and scientists. But most concluded that no such exotic explanation was necessary to explain what we observe.

Individuals with high agency (such as Musk, Trump, Putin) have simply decided to ignore consensus reality and the laws and norms that previously shaped it. They are following their own agenda and we’re all being dragged into a new reality, whether we like it or not.

In fighting it, we are lured into engaging with the old systems — wasting time spinning the knobs labeled checks and balances, finding they do nothing. What may happen next is anyone’s guess. But we’re running out of time.

State level remedies (think Attorneys General and State Legislators taking action against Musk and friends) and actions by other countries (200% tariffs on Tesla in Europe, anyone?) might be solutions that can slow the grinding of our institutional gears.

Conferences Are People

There’s plenty else going on in the world of TED, as usual — talks touting advancements in science, AI, the arts, medicine, and the like. You’ll see those talks online soon. TED itself is in the process of gifting itself to a new owner, and they’re reviewing proposals for that now. Some of the talks and sessions inadvertently advanced some unsavory agendas. And there’s plenty of room for principled critique of TED and its model, with its tendency towards a glossy blend of feel-good slacktivism and McLuhan-cool presentations.

But the conference itself is loaded with smart, interesting people from around the world, genuinely trying to do good and useful work. The real conversations are in the hallways, at the bar, and at dinner. And never in sixteen years of attendance at various TED events have I heard those people more concerned about the state of the world.

Dave Troy is the volunteer co-curator of TEDxMidAtlantic in Washington, D.C., an independently produced TED event, scheduled next for November 1, 2025.",https://washingtonspectator.org/americas-slide-into-authoritarianism-as-seen-from-ted-2025/,2025-04-16 00:00:00
